species,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__;s__,297.0,525.0,76.0,1010.0,550.0,360.0,390.0,388.0,95.0,1172.0
sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__,135.0,10.0,168.0,6.0,15.0,9.0,1.0,65.0,30.0,1.0
sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__,3.0,1.0,4.0,20.0,0.0,0.0,1.0,15.0,1.0,0.0
sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__,18.0,0.0,4.0,2.0,0.0,0.0,0.0,22.0,5.0,0.0
sk__Bacteria;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__Calditrichaceae;g__;s__,3.0,6.0,0.0,1.0,14.0,9.0,17.0,11.0,0.0,2.0
sk__Bacteria;p__Candidatus Azambacteria;c__;o__;f__;g__;s__,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0
sk__Bacteria;p__Candidatus Campbellbacteria;c__;o__;f__;g__;s__,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0
sk__Bacteria;p__Candidatus Kaiserbacteria;c__;o__;f__;g__;s__,4.0,3.0,2.0,11.0,6.0,1.0,7.0,8.0,1.0,2.0
sk__Bacteria;p__Candidatus Komeilibacteria;c__;o__;f__;g__;s__,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Candidatus Lloydbacteria;c__;o__;f__;g__;s__,1.0,2.0,1.0,5.0,8.0,7.0,6.0,9.0,1.0,4.0
sk__Bacteria;p__Candidatus Magasanikbacteria;c__;o__;f__;g__;s__,1.0,3.0,1.0,1.0,8.0,5.0,6.0,2.0,0.0,2.0
sk__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__,6.0,7.0,0.0,6.0,4.0,2.0,15.0,10.0,0.0,5.0
sk__Bacteria;p__Candidatus Omnitrophica;c__;o__;f__;g__;s__,1.0,1.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,3.0
sk__Bacteria;p__Candidatus Omnitrophica;c__;o__;f__;g__Candidatus Omnitrophus;s__,3.0,12.0,0.0,17.0,30.0,11.0,1.0,10.0,0.0,10.0
sk__Bacteria;p__Candidatus Parcubacteria;c__;o__;f__;g__;s__,4.0,5.0,1.0,3.0,20.0,15.0,14.0,7.0,4.0,2.0
sk__Bacteria;p__Candidatus Peregrinibacteria;c__;o__;f__;g__;s__,1.0,3.0,1.0,1.0,1.0,6.0,5.0,4.0,0.0,0.0
sk__Bacteria;p__Candidatus Peregrinibacteria;c__Candidatus Peribacteria;o__;f__;g__;s__,1.0,6.0,2.0,7.0,3.0,4.0,14.0,1.0,1.0,4.0
sk__Bacteria;p__Candidatus Uhrbacteria;c__;o__;f__;g__;s__,3.0,1.0,0.0,4.0,0.0,1.0,3.0,2.0,2.0,2.0
sk__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__,1.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,2.0
sk__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__,2.0,3.0,1.0,0.0,8.0,7.0,4.0,7.0,2.0,1.0
sk__Bacteria;p__Chlamydiae;c__;o__;f__;g__;s__,4.0,3.0,5.0,5.0,3.0,1.0,11.0,6.0,2.0,10.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__;f__;g__;s__,6.0,4.0,5.0,6.0,6.0,1.0,8.0,14.0,1.0,12.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__;g__;s__,34.0,23.0,30.0,23.0,41.0,18.0,64.0,54.0,24.0,42.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__;g__;s__,10.0,18.0,12.0,22.0,30.0,1.0,31.0,34.0,8.0,24.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__,16.0,10.0,13.0,26.0,18.0,4.0,31.0,30.0,11.0,40.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Candidatus Metachlamydia;s__,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Candidatus Protochlamydia;s__,3.0,5.0,4.0,5.0,4.0,1.0,10.0,6.0,1.0,2.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Neochlamydia;s__,5.0,2.0,3.0,8.0,7.0,1.0,10.0,14.0,3.0,20.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae;g__;s__,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__;s__,9.0,14.0,8.0,5.0,18.0,9.0,14.0,19.0,8.0,11.0
sk__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__,368.0,459.0,187.0,723.0,853.0,277.0,736.0,471.0,268.0,506.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__,555.0,446.0,159.0,845.0,503.0,327.0,752.0,635.0,317.0,1111.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__,40.0,48.0,26.0,72.0,85.0,41.0,86.0,43.0,27.0,71.0
sk__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__;g__;s__,27.0,27.0,7.0,41.0,30.0,24.0,41.0,13.0,9.0,63.0
sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__;g__;s__,86.0,71.0,13.0,85.0,115.0,77.0,89.0,82.0,32.0,181.0
sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__;s__,112.0,96.0,22.0,124.0,146.0,49.0,207.0,143.0,47.0,254.0
sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__;g__;s__,3.0,2.0,2.0,18.0,8.0,0.0,7.0,14.0,1.0,25.0
sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__,174.0,77.0,35.0,356.0,211.0,43.0,287.0,285.0,152.0,527.0
sk__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__;f__;g__;s__,81.0,193.0,78.0,123.0,251.0,87.0,261.0,166.0,71.0,96.0
sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__;g__;s__,22.0,14.0,12.0,22.0,16.0,4.0,55.0,19.0,28.0,16.0
sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__;g__;s__,6.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,3.0
sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__;g__;s__,39.0,14.0,7.0,24.0,31.0,8.0,31.0,75.0,34.0,21.0
sk__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__,71.0,147.0,24.0,287.0,111.0,36.0,167.0,136.0,27.0,259.0
sk__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Chroococcaceae;g__Chroococcus;s__Chroococcus sp. 2T05h,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Microcystaceae;g__;s__,2.0,1.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,17.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__;g__;s__,1.0,0.0,1.0,12.0,6.0,0.0,0.0,14.0,0.0,5.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__;s__,2.0,8.0,1.0,5.0,4.0,0.0,1.0,85.0,0.0,10.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Anabaena;s__,3.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__;g__;s__,1.0,4.0,0.0,29.0,233.0,0.0,9.0,17.0,41.0,33.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__;g__;s__,9.0,23.0,4.0,56.0,19.0,2.0,17.0,18.0,1.0,28.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Chamaesiphonaceae;g__Chamaesiphon;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Coelosphaeriaceae;g__Snowella;s__,1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,7.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Leptolyngbyaceae;g__;s__,11.0,7.0,0.0,47.0,2.0,0.0,17.0,12.0,0.0,85.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__;s__,15.0,14.0,1.0,76.0,2.0,1.0,21.0,3.0,1.0,56.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__;g__;s__,3.0,3.0,2.0,5.0,2.0,0.0,4.0,4.0,6.0,6.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__;s__,1.0,1.0,0.0,4.0,1.0,0.0,0.0,8.0,3.0,1.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__,3.0,0.0,1.0,15.0,2.0,0.0,4.0,59.0,47.0,0.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,3.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;s__,1.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,4.0,6.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__;f__;g__;s__,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__;f__;g__;s__,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__;s__,6.0,6.0,3.0,1.0,18.0,4.0,11.0,10.0,0.0,1.0
sk__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__,7.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
sk__Bacteria;p__Firmicutes;c__;o__;f__;g__Hydrogenispora;s__,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__,518.0,4.0,5.0,7.0,4.0,2.0,3.0,35.0,4.0,17.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__,3342.0,14.0,237.0,33.0,16.0,22.0,33.0,96.0,112.0,40.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium;s__,834.0,0.0,117.0,0.0,2.0,2.0,0.0,16.0,47.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__,71.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__Tumebacillus ginsengisoli,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__,373.0,5.0,6.0,8.0,7.0,2.0,2.0,36.0,7.0,7.0
sk__Eukaryota;p__Arthropoda;c__Insecta;o__Phasmatodea;f__Bacillidae;g__Bacillus;s__,531.0,3.0,3.0,3.0,2.0,0.0,4.0,9.0,2.0,7.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__;s__,1.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__,99.0,1.0,45.0,4.0,3.0,4.0,8.0,8.0,10.0,10.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__;s__,86.0,1.0,4.0,1.0,5.0,0.0,1.0,0.0,3.0,2.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus;s__,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__;s__,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__,5.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__,374.0,7.0,10.0,14.0,14.0,6.0,11.0,39.0,9.0,32.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Fonticella;s__,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__,1.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,2.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__,6.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__,2.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Sporacetigenium;s__,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__,7.0,0.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,4.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0
sk__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__;g__Ezakiella;s__,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__;g__Sedimentibacter;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__;s__,1.0,43.0,0.0,25.0,59.0,13.0,23.0,25.0,1.0,5.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__,752.0,1371.0,335.0,2033.0,2423.0,779.0,1876.0,1208.0,452.0,1715.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__,75.0,50.0,24.0,328.0,109.0,24.0,76.0,438.0,49.0,112.0
sk__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__,3.0,5.0,1.0,1.0,11.0,3.0,4.0,5.0,2.0,0.0
sk__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__,66.0,100.0,33.0,156.0,145.0,69.0,144.0,67.0,34.0,186.0
sk__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__,29.0,46.0,5.0,144.0,54.0,28.0,85.0,45.0,20.0,74.0
sk__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__,2.0,22.0,1.0,6.0,10.0,12.0,16.0,6.0,3.0,8.0
sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__,376.0,1259.0,33.0,1728.0,2526.0,541.0,819.0,859.0,110.0,3731.0
sk__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__,690.0,1521.0,252.0,2000.0,1843.0,726.0,1611.0,766.0,387.0,2183.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__,70.0,291.0,66.0,104.0,275.0,90.0,255.0,87.0,59.0,212.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__,8.0,14.0,4.0,33.0,21.0,4.0,32.0,11.0,2.0,43.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__,135.0,273.0,36.0,663.0,304.0,90.0,282.0,205.0,78.0,439.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__;g__;s__,166.0,275.0,95.0,179.0,375.0,225.0,445.0,226.0,112.0,305.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__;g__;s__,392.0,890.0,105.0,874.0,854.0,468.0,893.0,482.0,188.0,687.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__,1528.0,1909.0,455.0,1728.0,2061.0,903.0,2534.0,1199.0,880.0,2320.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__,145.0,119.0,15.0,420.0,98.0,28.0,151.0,142.0,30.0,192.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__,184.0,153.0,30.0,290.0,116.0,56.0,160.0,158.0,49.0,187.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Telmatocola;s__,3.0,1.0,0.0,7.0,8.0,2.0,2.0,4.0,2.0,8.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Zavarzinella;s__,2.0,3.0,1.0,48.0,10.0,1.0,2.0,38.0,7.0,10.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__;s__,16.0,15.0,5.0,29.0,9.0,6.0,62.0,14.0,12.0,17.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera;s__,6.0,2.0,4.0,2.0,3.0,0.0,3.0,4.0,2.0,1.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera;s__,8.0,2.0,0.0,7.0,6.0,1.0,3.0,9.0,2.0,18.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__,59.0,61.0,7.0,134.0,86.0,27.0,83.0,37.0,41.0,195.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__planctomycete WY69,7.0,10.0,1.0,4.0,10.0,3.0,17.0,2.0,6.0,4.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__,75.0,88.0,33.0,85.0,79.0,93.0,152.0,48.0,56.0,104.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__,331.0,294.0,37.0,725.0,440.0,163.0,481.0,321.0,133.0,1182.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomicrobium;s__,14.0,24.0,5.0,9.0,14.0,12.0,30.0,10.0,9.0,6.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__,18.0,20.0,9.0,7.0,17.0,16.0,41.0,24.0,19.0,11.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctopirus;s__,3.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__,18.0,29.0,2.0,36.0,26.0,12.0,29.0,11.0,16.0,80.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__,45.0,134.0,2.0,209.0,135.0,25.0,37.0,29.0,1.0,214.0
sk__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__,5796.0,331.0,1654.0,1222.0,631.0,298.0,488.0,1434.0,3043.0,809.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,619.0,810.0,214.0,1372.0,1151.0,243.0,925.0,1660.0,276.0,959.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__Alphaproteobacteria bacterium,4.0,10.0,0.0,69.0,5.0,0.0,4.0,11.0,0.0,6.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__Phreatobacter;s__,3.0,0.0,0.0,8.0,2.0,3.0,3.0,7.0,3.0,4.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodovarius;s__,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__;g__;s__,2.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__,47.0,18.0,27.0,40.0,28.0,8.0,25.0,62.0,71.0,15.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__,3.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,17.0,1.0,10.0,9.0,0.0,2.0,2.0,70.0,35.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__,2.0,0.0,1.0,11.0,1.0,0.0,3.0,10.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__,9.0,3.0,0.0,95.0,11.0,1.0,3.0,43.0,1.0,31.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__;g__;s__,2.0,7.0,6.0,3.0,7.0,3.0,14.0,1.0,7.0,9.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae;g__Candidatus Finniella;s__,1.0,1.0,1.0,39.0,3.0,0.0,3.0,21.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae;g__Candidatus Finniella;s__Candidatus Finniella inopinata,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae;g__Candidatus Paracaedibacter;s__,24.0,13.0,5.0,43.0,88.0,8.0,32.0,92.0,6.0,34.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__;s__,15.0,8.0,7.0,15.0,18.0,4.0,25.0,34.0,17.0,42.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__;s__,64.0,76.0,20.0,104.0,197.0,40.0,73.0,126.0,25.0,127.0
